Origin_Index,Origin_DOI,position,id,doi,title,authors,authors_auid,authors_affiliationid,sourcetitle,publicationyear,coverDate,volume,issue,first,last,citedbycount,type,text,fulltext
2,10.1016/j.cscm.2023.e02059,7,34147104837,10.1016/j.cemconres.2007.02.004,Comparative analysis of the life cycle impact assessment of available cement inventories in the EU,"Josa, A.; Aguado, A.; Cardim, A.; Byars, E.",,,Cem. Concr. Res,2007,,,,,,,,,"Josa, A., Aguado, A., Cardim, A., Byars, E., Comparative analysis of the life cycle impact assessment of available cement inventories in the EU. Cem. Concr. Res 37 (2007), 781–788, 10.1016/j.cemconres.2007.02.004."
2,10.1016/j.cscm.2023.e02059,8,84981360634,10.1016/j.jclepro.2016.02.112,A comparative Life Cycle Assessment of external wall-compositions for cleaner construction solutions in buildings,"Ingrao, C.; Scrucca, F.; Tricase, C.; Asdrubali, F.",,,J. Clean. Prod.,2016,,,,,,,,,"Ingrao, C., Scrucca, F., Tricase, C., Asdrubali, F., A comparative Life Cycle Assessment of external wall-compositions for cleaner construction solutions in buildings. J. Clean. Prod. 124 (2016), 283–298, 10.1016/j.jclepro.2016.02.112."
2,10.1016/j.cscm.2023.e02059,9,85086499189,10.1016/j.jclepro.2020.122285,Optimization of brick waste-based geopolymer binders at ambient temperature and pre-targeted chemical parameters,"Mahmoodi, O.; Siad, H.; Lachemi, M.; Dadsetan, S.; Sahmaran, M.",,,J. Clean. Prod.,2020,,,,,,,,,"Mahmoodi, O., Siad, H., Lachemi, M., Dadsetan, S., Sahmaran, M., Optimization of brick waste-based geopolymer binders at ambient temperature and pre-targeted chemical parameters. J. Clean. Prod., 268, 2020, 122285, 10.1016/j.jclepro.2020.122285."
2,10.1016/j.cscm.2023.e02059,10,85105562570,10.1016/j.jclepro.2021.127085,"Eco-friendly geopolymer materials: A review of performance improvement, potential application and sustainability assessment","Zhao, J.; Tong, L.; Li, B.; Chen, T.; Wang, C.; Yang, G.; Zheng, Y.",,,J. Clean. Prod.,2021,,,,,,,,,"Zhao, J., Tong, L., Li, B., Chen, T., Wang, C., Yang, G., Zheng, Y., Eco-friendly geopolymer materials: A review of performance improvement, potential application and sustainability assessment. J. Clean. Prod., 307, 2021, 127085, 10.1016/j.jclepro.2021.127085."
2,10.1016/j.cscm.2023.e02059,11,85138452672,10.1016/j.cscm.2022.e01419,Effect of early strength agent on the hydration of geopolymer mortar at low temperatures,"Chen, T.; Ren, B.; Wang, Z.; Meng, X.; Ning, Y.; Lv, Y.",,,Case Stud. Constr. Mater.,2022,,,,,,,,,"Chen, T., Ren, B., Wang, Z., Meng, X., Ning, Y., Lv, Y., Effect of early strength agent on the hydration of geopolymer mortar at low temperatures. Case Stud. Constr. Mater., 17, 2022, e01419, 10.1016/j.cscm.2022.e01419."
2,10.1016/j.cscm.2023.e02059,12,85076468348,10.1115/DETC2019-97628,Thermomechanical topology optimization of lattice heat transfer structure including natural convection and design dependent heat source,"Wu, T.; Najmon, J.C.; Tovar, A.",,,Volume 2A: 45th Design Automation Conference,2019,,,,,,,,American Society of Mechanical Engineers,"Wu, T., Najmon, J.C., Tovar, A., Thermomechanical topology optimization of lattice heat transfer structure including natural convection and design dependent heat source. Volume 2A: 45th Design Automation Conference, 2019, American Society of Mechanical Engineers, 10.1115/DETC2019-97628."
2,10.1016/j.cscm.2023.e02059,13,85120912448,10.1016/j.cscm.2021.e00839,Durability of geopolymers with industrial waste,"de Oliveira, L.B.; de Azevedo, A.R.G.; Marvila, M.T.; Pereira, E.C.; Fediuk, R.; Vieira, C.M.F.",,,Case Stud. Constr. Mater.,2022,,,,,,,,,"de Oliveira, L.B., de Azevedo, A.R.G., Marvila, M.T., Pereira, E.C., Fediuk, R., Vieira, C.M.F., Durability of geopolymers with industrial waste. Case Stud. Constr. Mater., 16, 2022, e00839, 10.1016/j.cscm.2021.e00839."
2,10.1016/j.cscm.2023.e02059,14,84877608349,10.11113/jt.v61.1762,Sulfate and Sulfuric Acid Resistance of Geopolymer Mortars Using Waste Blended Ash,"Bhutta, M.A.R.; Ariffin, N.F.; Hussin, M.W.; Abdul Shukor Lim, N.H.",,,J. Teknol.,2013,,,,,,,,,"Bhutta, M.A.R., Ariffin, N.F., Hussin, M.W., Abdul Shukor Lim, N.H., Sulfate and Sulfuric Acid Resistance of Geopolymer Mortars Using Waste Blended Ash. J. Teknol., 61, 2013, 10.11113/jt.v61.1762."
2,10.1016/j.cscm.2023.e02059,15,84925537791,10.1617/s11527-014-0445-x,Alkali–silica reaction in metakaolin-based geopolymer mortar,"Pouhet, R.; Cyr, M.",,,Mater. Struct.,2015,,,,,,,,,"Pouhet, R., Cyr, M., Alkali–silica reaction in metakaolin-based geopolymer mortar. Mater. Struct. 48 (2015), 571–583, 10.1617/s11527-014-0445-x."
2,10.1016/j.cscm.2023.e02059,16,85145260242,10.1016/j.cscm.2022.e01818,"A review of 3D printing low-carbon concrete with one-part geopolymer: Engineering, environmental and economic feasibility","Al-Noaimat, Y.A.; Ghaffar, S.H.; Chougan, M.; Al-Kheetan, M.J.",,,Case Stud. Constr. Mater.,2023,,,,,,,,,"Al-Noaimat, Y.A., Ghaffar, S.H., Chougan, M., Al-Kheetan, M.J., A review of 3D printing low-carbon concrete with one-part geopolymer: Engineering, environmental and economic feasibility. Case Stud. Constr. Mater., 18, 2023, e01818, 10.1016/j.cscm.2022.e01818."
2,10.1016/j.cscm.2023.e02059,18,85147116001,10.1016/j.cscm.2023.e01891,"A state of the art on effect of alkali activator, precursor, and fibers on properties of geopolymer composites","Jegan, M.; Annadurai, R.; Rajkumar, P.R.K.",,,Case Stud. Constr. Mater.,2023,,,,,,,,,"Jegan, M., Annadurai, R., Rajkumar, P.R.Kannan, A state of the art on effect of alkali activator, precursor, and fibers on properties of geopolymer composites. Case Stud. Constr. Mater., 18, 2023, e01891, 10.1016/j.cscm.2023.e01891."
2,10.1016/j.cscm.2023.e02059,19,85014090638,10.1016/j.cemconres.2017.02.009,Alkali-activated materials,"Provis, J.L.",,,Cem. Concr. Res,2018,,,,,,,,,"Provis, J.L., Alkali-activated materials. Cem. Concr. Res 114 (2018), 40–48, 10.1016/j.cemconres.2017.02.009."
2,10.1016/j.cscm.2023.e02059,20,85152923589,,,"Wallah, S.E.; Rangan, B.V.",,,,2006,,,,,,,,Low-calcium fly ash-based geopolymer concrete: long-term properties.,"S.E. Wallah, B.V. Rangan, Low-calcium fly ash-based geopolymer concrete: long-term properties, 2006."
2,10.1016/j.cscm.2023.e02059,21,85152964967,,,"Glasby, T.; Day, J.; Genrich, R.; Aldred, J.; Manager, E.",,,,2015,,,,,,,,EFC Geopolymer Concrete Aircraft Pavements at Brisbane West Wellcamp Airport.,"T. Glasby, J. Day, R. Genrich, J. Aldred, E. Manager, EFC Geopolymer Concrete Aircraft Pavements at Brisbane West Wellcamp Airport, 2015."
2,10.1016/j.cscm.2023.e02059,22,85152917460,,,"Glasby, T.; Day, J.; Genrich, R.; Kemp, M.",,,,2015,,,,,,,,Commercial Scale Geopolymer Concrete Construction.,"T. Glasby, J. Day, R. Genrich, M. Kemp, Commercial Scale Geopolymer Concrete Construction, 2015."
2,10.1016/j.cscm.2023.e02059,23,85138477471,10.1016/j.cscm.2022.e01513,Performance of geopolymer concrete activated by sodium silicate and silica fume activator,"Wu, X.; Shen, Y.; Hu, L.",,,Case Stud. Constr. Mater.,2022,,,,,,,,,"Wu, X., Shen, Y., Hu, L., Performance of geopolymer concrete activated by sodium silicate and silica fume activator. Case Stud. Constr. Mater., 17, 2022, e01513, 10.1016/j.cscm.2022.e01513."
2,10.1016/j.cscm.2023.e02059,24,85109172261,10.3390/ma14133549,Application of Plastic Wastes in Construction Materials: A Review Using the Concept of Life-Cycle Assessment in the Context of Recent Research for Future Perspectives,"da Silva, T.R.; de Azevedo, A.R.G.; Cecchin, D.; Marvila, M.T.; Amran, M.; Fediuk, R.; Vatin, N.; Karelina, M.; Klyuev, S.; Szelag, M.",,,Materials,2021,,,,,,,,,"da Silva, T.R., de Azevedo, A.R.G., Cecchin, D., Marvila, M.T., Amran, M., Fediuk, R., Vatin, N., Karelina, M., Klyuev, S., Szelag, M., Application of Plastic Wastes in Construction Materials: A Review Using the Concept of Life-Cycle Assessment in the Context of Recent Research for Future Perspectives. Materials, 14, 2021, 3549, 10.3390/ma14133549."
2,10.1016/j.cscm.2023.e02059,25,85078564456,10.1016/j.jclepro.2020.120147,Environmental impact assessment of fly ash and silica fume based geopolymer concrete,"Bajpai, R.; Choudhary, K.; Srivastava, A.; Sangwan, K.S.; Singh, M.",,,J. Clean. Prod.,2020,,,,,,,,,"Bajpai, R., Choudhary, K., Srivastava, A., Sangwan, K.S., Singh, M., Environmental impact assessment of fly ash and silica fume based geopolymer concrete. J. Clean. Prod., 254, 2020, 120147, 10.1016/j.jclepro.2020.120147."
2,10.1016/j.cscm.2023.e02059,26,85113697482,10.1016/j.trgeo.2021.100639,Shear strength and life cycle assessment of volcanic ash-based geopolymer and cement stabilized soil: A comparative study,"Ghadir, P.; Zamanian, M.; Mahbubi-Motlagh, N.; Saberian, M.; Li, J.; Ranjbar, N.",,,Transp. Geotech.,2021,,,,,,,,,"Ghadir, P., Zamanian, M., Mahbubi-Motlagh, N., Saberian, M., Li, J., Ranjbar, N., Shear strength and life cycle assessment of volcanic ash-based geopolymer and cement stabilized soil: A comparative study. Transp. Geotech., 31, 2021, 100639, 10.1016/j.trgeo.2021.100639."
2,10.1016/j.cscm.2023.e02059,27,84994519353,10.1002/ep.12421,An environmental evaluation: A comparison between geopolymer and OPC concrete paving blocks manufacturing process in italy,"Petrillo, A.; Cioffi, R.; de Felice, F.; Colangelo, F.; Borrelli, C.",,,Environ. Prog. Sustain Energy,2016,,,,,,,,,"Petrillo, A., Cioffi, R., de Felice, F., Colangelo, F., Borrelli, C., An environmental evaluation: A comparison between geopolymer and OPC concrete paving blocks manufacturing process in italy. Environ. Prog. Sustain Energy 35 (2016), 1699–1708, 10.1002/ep.12421."
2,10.1016/j.cscm.2023.e02059,28,84994519353,10.1002/EP.12421,An environmental evaluation: A comparison between geopolymer and OPC concrete paving blocks manufacturing process in italy,"Petrillo, A.; Cioffi, R.; de Felice, F.; Colangelo, F.; Borrelli, C.",,,Environ. Prog. Sustain Energy,2016,,,,,,,,,"Petrillo, A., Cioffi, R., de Felice, F., Colangelo, F., Borrelli, C., An environmental evaluation: A comparison between geopolymer and OPC concrete paving blocks manufacturing process in italy. Environ. Prog. Sustain Energy 35 (2016), 1699–1708, 10.1002/EP.12421."
2,10.1016/j.cscm.2023.e02059,29,85016103618,10.1016/j.aaspro.2016.02.037,Eco-sustainable Geopolymer Concrete Blocks Production Process,"Petrillo, A.; Cioffi, R.; Ferone, C.; Colangelo, F.; Borrelli, C.",,,Agric. Agric. Sci. Procedia,2016,,,,,,,,,"Petrillo, A., Cioffi, R., Ferone, C., Colangelo, F., Borrelli, C., Eco-sustainable Geopolymer Concrete Blocks Production Process. Agric. Agric. Sci. Procedia 8 (2016), 408–418, 10.1016/j.aaspro.2016.02.037."
2,10.1016/j.cscm.2023.e02059,30,84875132147,10.1016/j.conbuildmat.2013.01.023,Carbon dioxide equivalent (CO2-e) emissions: A comparison between geopolymer and OPC cement concrete,"Turner, L.K.; Collins, F.G.",,,Constr. Build. Mater.,2013,,,,,,,,,"Turner, L.K., Collins, F.G., Carbon dioxide equivalent (CO2-e) emissions: A comparison between geopolymer and OPC cement concrete. Constr. Build. Mater. 43 (2013), 125–130, 10.1016/j.conbuildmat.2013.01.023."
2,10.1016/j.cscm.2023.e02059,31,85089805753,10.1016/j.jclepro.2020.123436,Development of normal and very high strength geopolymer binders based on concrete waste at ambient environment,"Mahmoodi, O.; Siad, H.; Lachemi, M.; Dadsetan, S.; Sahmaran, M.",,,J. Clean. Prod.,2021,,,,,,,,,"Mahmoodi, O., Siad, H., Lachemi, M., Dadsetan, S., Sahmaran, M., Development of normal and very high strength geopolymer binders based on concrete waste at ambient environment. J. Clean. Prod., 279, 2021, 123436, 10.1016/j.jclepro.2020.123436."
2,10.1016/j.cscm.2023.e02059,32,85089805625,10.1016/j.conbuildmat.2020.120297,Development of ceramic tile waste geopolymer binders based on pre-targeted chemical ratios and ambient curing,"Mahmoodi, O.; Siad, H.; Lachemi, M.; Dadsetan, S.; Sahmaran, M.",,,Constr. Build. Mater.,2020,,,,,,,,,"Mahmoodi, O., Siad, H., Lachemi, M., Dadsetan, S., Sahmaran, M., Development of ceramic tile waste geopolymer binders based on pre-targeted chemical ratios and ambient curing. Constr. Build. Mater., 258, 2020, 120297, 10.1016/j.conbuildmat.2020.120297."
2,10.1016/j.cscm.2023.e02059,33,85121719969,10.1016/j.jobe.2021.103391,Environmental impact assessment of alkali-activated mortar with waste precursors and activators,"Ramagiri, K.K.; Kar, A.",,,J. Build. Eng.,2021,,,,,,,,,"Ramagiri, K.K., Kar, A., Environmental impact assessment of alkali-activated mortar with waste precursors and activators. J. Build. Eng., 44, 2021, 103391, 10.1016/j.jobe.2021.103391."
2,10.1016/j.cscm.2023.e02059,34,85111386607,10.3390/infrastructures6070104,Cradle-to-Gate Life Cycle and Economic Assessment of Sustainable Concrete Mixes—Alkali-Activated Concrete (AAC) and Bacterial Concrete (BC),"Ramagiri, K.K.; Chintha, R.; Bandlamudi, R.K.; Kara De Maeijer, P.; Kar, A.",,,Infrastruct. (Basel),2021,,,,,,,,,"Ramagiri, K.K., Chintha, R., Bandlamudi, R.K., Kara De Maeijer, P., Kar, A., Cradle-to-Gate Life Cycle and Economic Assessment of Sustainable Concrete Mixes—Alkali-Activated Concrete (AAC) and Bacterial Concrete (BC). Infrastruct. (Basel), 6, 2021, 104, 10.3390/infrastructures6070104."
2,10.1016/j.cscm.2023.e02059,35,85138611497,10.3390/infrastructures7090119,"High-Temperature, Bond, and Environmental Impact Assessment of Alkali-Activated Concrete (AAC","Ramagiri, K.K.; Kara De Maeijer, P.; Kar, A.",,,Infrastruct. (Basel),2022,,,,,,,,,"Ramagiri, K.K., Kara De Maeijer, P., Kar, A., High-Temperature, Bond, and Environmental Impact Assessment of Alkali-Activated Concrete (AAC. Infrastruct. (Basel), 7, 2022, 119, 10.3390/infrastructures7090119."
2,10.1016/j.cscm.2023.e02059,36,85047865779,10.1002/mawe.201700279,Current challenges and future potential of 3D concrete printing,"Panda, B.; Tay, Y.W.D.; Paul, S.C.; Tan, M.J.",,,Materwiss Werksttech,2018,,,,,,,,,"Panda, B., Tay, Y.W.D., Paul, S.C., Tan, M.J., Current challenges and future potential of 3D concrete printing. Materwiss Werksttech 49 (2018), 666–673, 10.1002/mawe.201700279."
2,10.1016/j.cscm.2023.e02059,37,85146869279,10.1016/j.cscm.2023.e01889,Simplified assessment for one-part 3D-printable geopolymer concrete based on slump and slump flow measurements,"Tran, M.V.; Vu, T.H.; Nguyen, T.H.Y.",,,Case Stud. Constr. Mater.,2023,,,,,,,,,"Tran, M.V., Vu, T.H., Nguyen, T.H.Y., Simplified assessment for one-part 3D-printable geopolymer concrete based on slump and slump flow measurements. Case Stud. Constr. Mater., 18, 2023, e01889, 10.1016/j.cscm.2023.e01889."
2,10.1016/j.cscm.2023.e02059,38,85026648020,10.1016/j.matlet.2017.07.123,Anisotropic mechanical performance of 3D printed fiber reinforced sustainable construction material,"Panda, B.; Chandra Paul, S.; Jen Tan, M.",,,Mater. Lett.,2017,,,,,,,,,"Panda, B., Chandra Paul, S., Jen Tan, M., Anisotropic mechanical performance of 3D printed fiber reinforced sustainable construction material. Mater. Lett. 209 (2017), 146–149, 10.1016/j.matlet.2017.07.123."
2,10.1016/j.cscm.2023.e02059,39,85047125812,10.1007/978-3-319-78175-4_65,Effect of 3D Printing on Mechanical Properties of Fly Ash-Based Inorganic Geopolymer,"Panda, B.; Mohamed, N.A.N.; Tan, M.J.",,,International Congress on Polymers in Concrete (ICPIC 2018),2018,,,,,,,,Springer International Publishing Cham,"Panda, B., Mohamed, N.A.N., Tan, M.J., Effect of 3D Printing on Mechanical Properties of Fly Ash-Based Inorganic Geopolymer. International Congress on Polymers in Concrete (ICPIC 2018), 2018, Springer International Publishing, Cham, 509–515, 10.1007/978-3-319-78175-4_65."
2,10.1016/j.cscm.2023.e02059,40,85057277247,10.3390/ma11122352,Effect of polypropylene fibre addition on properties of geopolymers made by 3D printing for digital construction,"Nematollahi, B.; Vijay, P.; Sanjayan, J.; Nazari, A.; Xia, M.; Nerella, V.N.; Mechtcherine, V.",,,Materials,2018,,,,,,,,,"Nematollahi, B., Vijay, P., Sanjayan, J., Nazari, A., Xia, M., Nerella, V.N., Mechtcherine, V., Effect of polypropylene fibre addition on properties of geopolymers made by 3D printing for digital construction. Materials, 11, 2018, 10.3390/ma11122352."
